timestamp	file	chunk	lines	exit_code	errors	warnings	duration_s	note
2026-04-22T13:17:38Z	reconstruct/ag_massey_bridge.v			0	0	0	0	
2026-04-22T13:17:38Z	reconstruct/pgg_dealer_bridge.v			0	0	1	0	
2026-04-22T13:17:38Z	reconstruct/rs_privacy.v			0	0	2	0	
2026-04-22T13:17:38Z	reconstruct/ag_multiplicative.v			0	0	0	1	
2026-04-22T13:17:39Z	reconstruct/pgg_covering_correctness.v			0	0	0	0	
2026-04-22T13:17:39Z	reconstruct/cover_genus0.v			0	0	1	0	
2026-04-22T13:17:39Z	reconstruct/cover_genus2.v			0	0	1	0	
2026-04-22T13:17:39Z	reconstruct/pgg_sharing_framework.v			0	0	5	0	
2026-04-22T13:17:40Z	reconstruct/algebraic_rigidity.v			0	0	6	0	
2026-04-22T13:17:40Z	reconstruct/cover_genus1.v			0	0	3	0	
2026-04-22T13:17:40Z	reconstruct/covering_scheme.v			0	0	1	0	
2026-04-22T13:17:40Z	reconstruct/ag_code.v			0	0	2	1	
2026-04-22T13:17:41Z	reconstruct/cover_tradeoff.v			0	0	4	0	
2026-04-22T13:17:41Z	reconstruct/rs_massey_bridge.v			0	0	0	0	
2026-04-22T13:17:41Z	reconstruct/lagrange.v			0	0	2	1	
2026-04-22T13:17:42Z	reconstruct/pgg_deck_pairing.v			0	0	1	0	
2026-04-22T13:17:42Z	reconstruct/pgg_sum_mod.v			0	0	4	0	
2026-04-22T13:17:42Z	reconstruct/coord_perm_compatible.v			0	0	3	0	
2026-04-22T13:17:42Z	reconstruct/rs_code_5sheets.v			0	0	1	1	
2026-04-22T13:17:43Z	reconstruct/hyperelliptic_code.v			0	0	2	0	
2026-04-22T13:17:43Z	reconstruct/pgg_landscape_demo.v			0	0	2	0	fragile-no-tier-k
2026-04-22T13:17:43Z	reconstruct/pgl_bound.v			0	0	4	0	
2026-04-22T13:17:43Z	reconstruct/product_threshold.v			0	0	1	1	
2026-04-22T13:17:44Z	reconstruct/pgg_threshold.v			0	0	0	0	
2026-04-22T13:17:44Z	reconstruct/pgg_assignment.v			0	0	2	0	
2026-04-22T13:17:44Z	reconstruct/massey.v			0	0	1	0	
2026-04-22T13:17:44Z	reconstruct/pgg_protocol_landscape.v			0	0	6	0	
2026-04-22T13:17:44Z	instances/abelian/rigidity_abelian_instance.v			0	0	3	1	
2026-04-22T13:17:45Z	instances/abelian/pgg_abelian.v			0	0	2	0	
2026-04-22T13:17:45Z	instances/abelian/abelian_word_collapse.v			0	0	7	0	
2026-04-22T13:17:45Z	instances/denboer1989/five_card_session_types.v			0	0	0	0	
2026-04-22T13:17:45Z	instances/denboer1989/five_card_program.v			0	0	1	1	
2026-04-22T13:17:46Z	instances/denboer1989/five_card_group.v			0	0	0	0	
2026-04-22T13:17:46Z	instances/denboer1989/five_card_pismc.v			0	0	1	0	
2026-04-22T13:17:46Z	instances/denboer1989/five_card_security.v			0	0	3	0	
2026-04-22T13:17:46Z	instances/kim2025/rigidity_kim_instance.v			0	0	1	1	
2026-04-22T13:17:47Z	instances/kim2025/five_card_kim.v			0	0	13	0	
2026-04-22T13:17:47Z	instances/s5/pgg_raag_s5.v			0	0	0	0	
2026-04-22T13:17:47Z	instances/s5/rigidity_s5_instance.v			0	0	7	0	
2026-04-22T13:17:47Z	instances/s5/s5_mixing.v			0	0	3	1	
2026-04-22T13:17:48Z	instances/s5x5/s5x5_pile.v			0	0	2	0	
2026-04-22T13:17:48Z	instances/s5x5/pgg_s5x5.v			0	0	0	0	
2026-04-22T13:17:48Z	instances/s5x5/rigidity_s5x5_instance.v			0	0	6	0	
2026-04-22T13:17:48Z	instances/s5x5/s5x5_mixing.v	0	64-396	0	0	17	0	
2026-04-22T13:17:49Z	instances/s5x5/s5x5_mixing.v	1	397-946	0	0	7	0	
2026-04-22T13:17:49Z	instances/s5x5/s5x5_mixing.v	2	947-1141	0	0	0	0	
